CODIGO|NOMBRE_UNIVERSIDAD|TIPO_GESTION|DEPARTAMENTO_FILIAL|NOMBRE_FILIAL|CODIGO_CLASE_PROGRAMA|NOMBRE_CLASE_PROGRAMA|NOMBRE_PROGRAMA|ANIO_PERIODO|Cant_Carnes
011|UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA|PUBLICO|LORETO|UNAP-YURIMAGUAS|81|AGRICULTURA|ESC. DE ZOOTECNIA|2018|27
011|UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA|PUBLICO|LORETO|UNAP-YURIMAGUAS|83|PESCA|ESC. DE ACUICULTURA|2018|7
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|01|SERVICIOS PERSONALES|TURISMO|2018|432
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|11|EDUCACIÓN INICIAL Y PRIMARIA|EDUCACION INICIAL|2018|404
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|11|EDUCACIÓN INICIAL Y PRIMARIA|EDUCACION PRIMARIA|2018|283
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|12|EDUCACIÓN SECUNDARIA|EDUCACIÓN SECUNDARIA DE LA ESPECIALIDAD DE CIENCIA, TECNOLOGÍA Y AMBIENTE|2018|26
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|12|EDUCACIÓN SECUNDARIA|EDUCACIÓN SECUNDARIA DE LA ESPECIALIDAD DE CIENCIAS SOCIALES|2018|222
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|12|EDUCACIÓN SECUNDARIA|EDUCACIÓN SECUNDARIA DE LA ESPECIALIDAD DE LENGUA, LITERATURA, PSICOLOGÍA Y FILOSOFÍA|2018|305
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|12|EDUCACIÓN SECUNDARIA|EDUCACIÓN SECUNDARIA DE LA ESPECIALIDAD DE MATEMÁTICA, FÍSICA, COMPUTACIÓN E INFORMÁTICA|2018|107
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|15|EDUCACIÓN FÍSICA|EDUCACION FISICA|2018|293
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|19|OTROS PROGRAMAS EN EDUCACIÓN|EDUCACION CIENCIAS|2018|44
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|19|OTROS PROGRAMAS EN EDUCACIÓN|EDUCACION LETRAS|2018|90
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|21|ARTE|ARTE|2018|292
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|22|HUMANIDADES|ANTROPOLOGIA|2018|439
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|INGENIERIA ECONOMICA|2018|696
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|SOCIOLOGIA|2018|378
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|32|PERIODISMO E INFORMACIÓN|CIENCIAS DE LA COMUNICACION SOCIAL|2018|387
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|41|ADMINISTRACIÓN Y COMERCIO|ADMINISTRACION|2018|570
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|41|ADMINISTRACIÓN Y COMERCIO|CIENCIAS CONTABLES|2018|787
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|42|DERECHO|DERECHO|2018|586
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|51|CIENCIAS BIOLÓGICAS Y AFINES|BIOLOGIA|2018|377
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|FISICO-MATEMATICA|2018|197
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|INGENIERIA GEOLOGICA|2018|538
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|INGENIERIA QUIMICA|2018|277
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|54|MATEMÁTICAS Y ESTADÍSTICA|INGENIERIA ESTADISTICA E INFORMATICA|2018|193
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|61|INFORMÁTICA|INGENIERIA DE SISTEMAS|2018|413
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|71|INGENIERÍA Y PROFESIONES AFINES|INGENIERIA ELECTRONICA|2018|337
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|71|INGENIERÍA Y PROFESIONES AFINES|INGENIERIA MECANICA ELECTRICA|2018|430
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|71|INGENIERÍA Y PROFESIONES AFINES|INGENIERIA METALURGICA|2018|312
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|72|INDUSTRIA Y PRODUCCIÓN|INGENIERIA DE MINAS|2018|521
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|73|ARQUITECTURA Y CONSTRUCCIÓN|ARQUITECTURA Y URBANISMO|2018|594
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|73|ARQUITECTURA Y CONSTRUCCIÓN|INGENIERIA CIVIL|2018|728
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|73|ARQUITECTURA Y CONSTRUCCIÓN|INGENIERIA TOPOGRAFICA Y AGRIMENSURA|2018|507
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|81|AGRICULTURA|INGENIERIA AGRICOLA|2018|500
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|81|AGRICULTURA|INGENIERIA AGROINDUSTRIAL|2018|252
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|81|AGRICULTURA|INGENIERIA AGRONOMICA|2018|335
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|84|VETERINARIA|MEDICINA VETERINARIA Y ZOOTECNIA|2018|429
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|91|SALUD|ENFERMERIA|2018|443
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|91|SALUD|MEDICINA HUMANA|2018|290
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|91|SALUD|NUTRICION HUMANA|2018|323
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|91|SALUD|ODONTOLOGIA|2018|300
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|PUNO|UNA-SEDE PRINCIPAL|92|BIENESTAR|TRABAJO SOCIAL|2018|592
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|11|EDUCACIÓN INICIAL Y PRIMARIA|INICIAL|2018|180
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|11|EDUCACIÓN INICIAL Y PRIMARIA|PRIMARIA|2018|173
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|22|HUMANIDADES|HISTORIA Y GEOGRAFIA|2018|133
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|23|IDIOMAS|LENGUA Y LITERATURA|2018|167
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|ECONOMIA|2018|635
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|32|PERIODISMO E INFORMACIÓN|CIENCIAS Y TECNOLOGIA DE LA COMUNICACION|2018|304
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|41|ADMINISTRACIÓN Y COMERCIO|CIENCIAS ADMINISTRATIVAS|2018|1101
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|41|ADMINISTRACIÓN Y COMERCIO|CIENCIAS ADMINISTRATIVAS-SULLANA|2018|169
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|41|ADMINISTRACIÓN Y COMERCIO|CIENCIAS CONTABLES Y FINANCIERAS|2018|1108
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|41|ADMINISTRACIÓN Y COMERCIO|CIENCIAS CONTABLES Y FINANCIERAS-SULLANA|2018|159
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|42|DERECHO|DERECHO Y CIENCIAS POLITICAS|2018|388
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|51|CIENCIAS BIOLÓGICAS Y AFINES|BIOLOGIA|2018|262
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|51|CIENCIAS BIOLÓGICAS Y AFINES|BIOLOGIA-SULLANA|2018|19
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|52|MEDIO AMBIENTE|INGENIERIA AMBIENTAL Y SEGURIDAD INDUSTRIAL|2018|181
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|FISICA|2018|77
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|INGENIERIA GEOLOGICA|2018|436
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|INGENIERIA QUIMICA|2018|405
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|54|MATEMÁTICAS Y ESTADÍSTICA|ESTADISTICA|2018|182
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|54|MATEMÁTICAS Y ESTADÍSTICA|MATEMATICA|2018|137
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|61|INFORMÁTICA|INGENIERIA INFORMATICA|2018|387
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|61|INFORMÁTICA|INGENIERIA INFORMATICA-SULLANA|2018|96
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|71|INGENIERÍA Y PROFESIONES AFINES|ELECTRONICA Y TELECOMUNICACIONES|2018|388
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|71|INGENIERÍA Y PROFESIONES AFINES|ELECTRONICA Y TELECOMUNICACIONES-SULLANA|2018|39
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|71|INGENIERÍA Y PROFESIONES AFINES|INGENIERIA MECATRONICA|2018|252
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|72|INDUSTRIA Y PRODUCCIÓN|INGENIERIA DE MINAS|2018|551
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|72|INDUSTRIA Y PRODUCCIÓN|INGENIERIA DE MINAS-SULLANA|2018|159
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|72|INDUSTRIA Y PRODUCCIÓN|INGENIERIA DE PETROLEO|2018|489
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|72|INDUSTRIA Y PRODUCCIÓN|INGENIERIA INDUSTRIAL|2018|460
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|73|ARQUITECTURA Y CONSTRUCCIÓN|ARQUITECTURA Y URBANISMO|2018|396
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|73|ARQUITECTURA Y CONSTRUCCIÓN|INGENIERIA CIVIL|2018|497
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|73|ARQUITECTURA Y CONSTRUCCIÓN|INGENIERIA CIVIL-SULLANA|2018|41
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|81|AGRICULTURA|AGRONOMIA|2018|489
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|81|AGRICULTURA|AGRONOMIA-SULLANA|2018|60
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|81|AGRICULTURA|INGENIERIA AGRICOLA|2018|288
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|81|AGRICULTURA|INGENIERIA AGROINDUSTRIAL|2018|299
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|81|AGRICULTURA|INGENIERIA AGROINDUSTRIAL-SULLANA|2018|140
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|81|AGRICULTURA|ZOOTECNIA|2018|171
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|83|PESCA|INGENIERIA PESQUERA|2018|365
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|84|VETERINARIA|MEDICINA VETERINARIA|2018|276
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|91|SALUD|ENFERMERIA|2018|139
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|PIURA|UNP-SEDE PRINCIPAL|91|SALUD|MEDICINA HUMANA|2018|274
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|MAESTRÍA EN ERGONOMÍA Y PSICOSOCIOLOGÍA APLICADA AL TRABAJO|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|SALUD PUBLICA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAESTRIA EN PSICOLOGIA CLINICA CON MENCION EN TERAPIA INFANTIL Y DEL ADOLESCENTE|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MS. PSICOLOGIA CLINICA|2018|2
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MS. PSICOLOGIA EDUCACIONAL|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|PSICOLOGIA|2018|5
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|51|CIENCIAS BIOLÓGICAS Y AFINES|BIOLOGIA|2018|6
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|52|MEDIO AMBIENTE|PROGRAMA MBA EN GESTIÓN INTEGRAL DEL AGUA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|53|CIENCIAS FÍSICAS Y QUÍMICAS|QUIMICA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|83|PESCA|MAESTRIA EN SANIDAD ACUICOLA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|84|VETERINARIA|MED. VETERINARIA Y ZOOTECNIA|2018|5
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|ENFERMERIA|2018|7
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|ESP. CUIDADOS INTENSIVOS|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|ESP. ENDOCRINOLOGIA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|ESP. ENDODONCIA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|ESP. MEDICINA ONCOLOGICA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|ESP. ODONTOLOGIA RESTAURADORA Y ESTETICA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|ESP. ORTODONCIA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|ESP. TRAUMATOLOGIA Y ORTOPEDIA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|ESTOMATOLOGIA|2018|6
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|FARMACIA Y BIOQUIMICA|2018|3
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|MAESTRIA EN INFORMATICA BIOMEDICA EN SALUD GLOBAL|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|MEDICINA|2018|6
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|MS. FISIOLOGIA|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|NUTRICION|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|TM TERAPIA DE AUDICION,VOZ Y LENGUAJE|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO||[NO ESPECIFICADO]|91|SALUD|TM TERAPIA FISICA Y REHABILITACION|2018|3
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|DOCTORADO EN CIENCIAS EN INVESTIGACION EPIDEMIOLOGICA|2018|34
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|DR. SALUD PUBLICA|2018|8
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|ESP. EMERGENCIAS Y DESASTRES|2018|95
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|ESP. MEDICINA FAMILIAR|2018|60
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|ESP. MEDICINA OCUPACIONAL|2018|12
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|ESP. SALUD OCUPACIONAL|2018|42
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|ESPECIALIDAD EN MEDICINA DE EMERGENCIAS Y DESASTRES|2018|16
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|MAESTRÍA EN ERGONOMÍA Y PSICOSOCIOLOGÍA APLICADA AL TRABAJO|2018|18
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|MAESTRIA EN MEDICINA OCUPACIONAL Y DEL MEDIO AMBIENTE|2018|38
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|MS. CIENCIAS EN INVEST. EPIDEMIOLOGICA|2018|35
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|MS. EPIDEMIOLOGIA CLINICA|2018|53
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|MS. SALUD PUBLICA|2018|60
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFEMERIA EN EMERGENCIAS Y DESASTRES|2018|11
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|PROGRAMA DE SEGUNDA ESPECIALIZACION EN SALUD PUBLICA ESTOMATOLOGICA|2018|19
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|SALUD PUBLICA|2018|75
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|11|EDUCACIÓN INICIAL Y PRIMARIA|EDUCACION INICIAL|2018|54
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|11|EDUCACIÓN INICIAL Y PRIMARIA|EDUCACION INICIAL INTERCULTURAL BILINGÜE|2018|13
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|11|EDUCACIÓN INICIAL Y PRIMARIA|EDUCACION PRIMARIA|2018|78
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|11|EDUCACIÓN INICIAL Y PRIMARIA|EDUCACION PRIMARIA INTERCULTURAL BILINGÜE|2018|34
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|13|EDUCACIÓN SUPERIOR Y TECNOLÓGICA|MAESTRIA EN DOCENCIA PROFESIONAL TECNOLOGICA|2018|44
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|13|EDUCACIÓN SUPERIOR Y TECNOLÓGICA|MS. DOC. E INV. EDUCACION SUPERIOR|2018|74
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|19|OTROS PROGRAMAS EN EDUCACIÓN|LICENCIATURA EN EDUCACION|2018|1
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|19|OTROS PROGRAMAS EN EDUCACIÓN|MAESTRIA EN EDUCACION CON MENCION EN DIDACTICA DE LA LECTURA Y ESCRITURA|2018|33
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|DOCTORADO EN PSICOLOGIA|2018|36
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAESTRIA EN PSICOLOGIA CLINICA CON MENCION EN ORIENTACION Y TERAPIA SEXUAL|2018|3
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAESTRIA EN PSICOLOGIA CLINICA CON MENCION EN PSICOLOGIA DE LA SALUD|2018|44
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LIMA|UPCH-LIMA|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAESTRIA EN PSICOLOGIA CLINICA CON MENCION EN TERAPIA INFANTIL Y DEL ADOLESCENTE|2018|75
